,Unnamed: 0,Review,Tokenized_Review,sentiment,documentid
32,32,"I thought this film was brilliant in the first half and then everything went south for me. It seems to me that they had this idea of a girl manupulating the weather which results in some of the most beautiful scenes I have ever seen in a motion picture (animated or not) and then this idea couldn't evolve into an original, engaging story.I Left the theater thinking this film had the potential to be one of my all time favorites but at the end I was greatly disappointed.","['i', 'thought', 'this', 'film', 'was', 'brilliant', 'in', 'the', 'first', 'half', 'and', 'then', 'everything', 'went', 'south', 'for', 'me.', 'it', 'seems', 'to', 'me', 'that', 'they', 'had', 'this', 'idea', 'of', 'a', 'girl', 'manupulating', 'the', 'weather', 'which', 'results', 'in', 'some', 'of', 'the', 'most', 'beautiful', 'scenes', 'i', 'have', 'ever', 'seen', 'in', 'a', 'motion', 'picture', '(animated', 'or', 'not)', 'and', 'then', 'this', 'idea', ""couldn't"", 'evolve', 'into', 'an', 'original,', 'engaging', 'story.i', 'left', 'the', 'theater', 'thinking', 'this', 'film', 'had', 'the', 'potential', 'to', 'be', 'one', 'of', 'my', 'all', 'time', 'favorites', 'but', 'at', 'the', 'end', 'i', 'was', 'greatly', 'disappointed.']",neutral,32
33,33,"Rain, clouds, sky and the sun. these contrast is so beautiful. And scenery in Tokyo is great. I think these are the best points of this movie. If you've been to there, you notice where there is.","['rain,', 'clouds,', 'sky', 'and', 'the', 'sun.', 'these', 'contrast', 'is', 'so', 'beautiful.', 'and', 'scenery', 'in', 'tokyo', 'is', 'great.', 'i', 'think', 'these', 'are', 'the', 'best', 'points', 'of', 'this', 'movie.', 'if', ""you've"", 'been', 'to', 'there,', 'you', 'notice', 'where', 'there', 'is.']",negative,33
34,34,"Weathering With You is a 2019 romantic fantasy anime and tells the story of a young boy named Hodaka a runaway who travels to Tokyo and meets a young girl named Hina who can control the weather. But will there be a sacrifice involved?The animation is stunning,the charcthers are likeable along with the score. There was one scene that got me teary eyed towards the end.There is 2 versions of this film too. One is in English while the other is in Japanese(the version I saw today).If you love Studio Ghilbi styled movies then check it out.","['weathering', 'with', 'you', 'is', 'a', '2019', 'romantic', 'fantasy', 'anime', 'and', 'tells', 'the', 'story', 'of', 'a', 'young', 'boy', 'named', 'hodaka', 'a', 'runaway', 'who', 'travels', 'to', 'tokyo', 'and', 'meets', 'a', 'young', 'girl', 'named', 'hina', 'who', 'can', 'control', 'the', 'weather.', 'but', 'will', 'there', 'be', 'a', 'sacrifice', 'involved?the', 'animation', 'is', 'stunning,the', 'charcthers', 'are', 'likeable', 'along', 'with', 'the', 'score.', 'there', 'was', 'one', 'scene', 'that', 'got', 'me', 'teary', 'eyed', 'towards', 'the', 'end.there', 'is', '2', 'versions', 'of', 'this', 'film', 'too.', 'one', 'is', 'in', 'english', 'while', 'the', 'other', 'is', 'in', 'japanese(the', 'version', 'i', 'saw', 'today).if', 'you', 'love', 'studio', 'ghilbi', 'styled', 'movies', 'then', 'check', 'it', 'out.']",neutral,34
35,35,"This film has as a bit of everything, from teenage romance, absconding from home and climate change. The visuals are great, the story disjointed and, if you subtitle, screeching screechy shouty voices that will drive you to distraction!!!","['this', 'film', 'has', 'as', 'a', 'bit', 'of', 'everything,', 'from', 'teenage', 'romance,', 'absconding', 'from', 'home', 'and', 'climate', 'change.', 'the', 'visuals', 'are', 'great,', 'the', 'story', 'disjointed', 'and,', 'if', 'you', 'subtitle,', 'screeching', 'screechy', 'shouty', 'voices', 'that', 'will', 'drive', 'you', 'to', 'distraction!!!']",neutral,35
36,36,"Maybe if I were still twelve years old, I would like this film. I thought Your Name was too sentimental and this film just follows in the same vein. The visuals of this film are gorgeous but the story is a mess. There are too many characters with their own subplots, the romance is contrived, the protagonist's obsession is selfish (he drowns Tokyo!), there is little resolution, the plot is predictable and the characters seem very nonchalant about real supernatural powers proven on TV. There were good moments with a lot of potential, and I really wanted to liked this film, but I felt alienated. The overabundance of cheesy pop music, product placement, anime teen romance clichés and glamourisation of modern teen culture made it seem hollow, commercial and pandering to the young audiences.","['maybe', 'if', 'i', 'were', 'still', 'twelve', 'years', 'old,', 'i', 'would', 'like', 'this', 'film.', 'i', 'thought', 'your', 'name', 'was', 'too', 'sentimental', 'and', 'this', 'film', 'just', 'follows', 'in', 'the', 'same', 'vein.', 'the', 'visuals', 'of', 'this', 'film', 'are', 'gorgeous', 'but', 'the', 'story', 'is', 'a', 'mess.', 'there', 'are', 'too', 'many', 'characters', 'with', 'their', 'own', 'subplots,', 'the', 'romance', 'is', 'contrived,', 'the', ""protagonist's"", 'obsession', 'is', 'selfish', '(he', 'drowns', 'tokyo!),', 'there', 'is', 'little', 'resolution,', 'the', 'plot', 'is', 'predictable', 'and', 'the', 'characters', 'seem', 'very', 'nonchalant', 'about', 'real', 'supernatural', 'powers', 'proven', 'on', 'tv.', 'there', 'were', 'good', 'moments', 'with', 'a', 'lot', 'of', 'potential,', 'and', 'i', 'really', 'wanted', 'to', 'liked', 'this', 'film,', 'but', 'i', 'felt', 'alienated.', 'the', 'overabundance', 'of', 'cheesy', 'pop', 'music,', 'product', 'placement,', 'anime', 'teen', 'romance', 'clichés', 'and', 'glamourisation', 'of', 'modern', 'teen', 'culture', 'made', 'it', 'seem', 'hollow,', 'commercial', 'and', 'pandering', 'to', 'the', 'young', 'audiences.']",neutral,36
37,37,"Being someone who watches many movies and television shows, Anime films and shows are things that I just never got around to watching much. After watching my first few shows back in 2012, I began to love them. Still, I don't watch nearly as many as I would like, but I do seek out the highly talked about ones. When Your Name hit theatres back in 2016, I was shocked at how much I enjoyed it and I was eagerly awaiting director Makoto Shinkai's next project. Weathering with You is his latest work and although I haven't seen most of his filmography, this may be his finest work yet.Weathering with You follows young Morishima Hodaka runs away from home and finds himself in Tokyo, Japan. Meeting young Amano Hina, they form a friendship that grows stronger and stronger as he realizes she is known as a ""Sunshine Girl"" and can control the weather. Tokyo, on the verge of flooding, is not benefitted by the fact that she has chosen to use these powers to clear the skies for money, but also to make people happy. Learning some brutal truths about what her powers lie in store for her, this film takes a turn that feels very much earned by the end.I'm a sucker for a good fantasy film and although you do have to suspend your disbelief in order to believe abilities like this exist (since there's no real explanation as to why she has these powers, to begin with), I found myself incredibly engaged from start to finish. It's the simple moments like when the core characters would be fleeing from the law and settling down to enjoy each other's company that really stood out to me. Yes, the fantastical elements are very much present and are obviously where the movie ends up, but it has a lot more going for it than just that.If I had to complain about something though, I would have to admit that there were two occasions where songs took me out of the movie. Not to rip on composer Radwimps, because his work here is absolutely wonderful, but the songs themselves were a little overbearing in a few scenes that felt like they should've been slightly quieter and more intense. His score is absolutely stunning and I was swept up in it, but a couple of songs just felt slightly out of place to me. With that said, I really don't have any huge complaints about the film overall.In the end, Weathering with You is a film that sets up a fantasy storyline and follows through on it from start to finish. It has very likeable characters and I truly cared about each one of them by the time the credits began to roll. For being as grand as it is, I really just found myself appreciating the simpler moments. That's hard for a film to do when so many other things are going on. I loved watching this film and I would even call it one of the best films to hit theatres in 2019, even though it's only reaching certain countries now. Weathering with You is an absolute delight.","['being', 'someone', 'who', 'watches', 'many', 'movies', 'and', 'television', 'shows,', 'anime', 'films', 'and', 'shows', 'are', 'things', 'that', 'i', 'just', 'never', 'got', 'around', 'to', 'watching', 'much.', 'after', 'watching', 'my', 'first', 'few', 'shows', 'back', 'in', '2012,', 'i', 'began', 'to', 'love', 'them.', 'still,', 'i', ""don't"", 'watch', 'nearly', 'as', 'many', 'as', 'i', 'would', 'like,', 'but', 'i', 'do', 'seek', 'out', 'the', 'highly', 'talked', 'about', 'ones.', 'when', 'your', 'name', 'hit', 'theatres', 'back', 'in', '2016,', 'i', 'was', 'shocked', 'at', 'how', 'much', 'i', 'enjoyed', 'it', 'and', 'i', 'was', 'eagerly', 'awaiting', 'director', 'makoto', ""shinkai's"", 'next', 'project.', 'weathering', 'with', 'you', 'is', 'his', 'latest', 'work', 'and', 'although', 'i', ""haven't"", 'seen', 'most', 'of', 'his', 'filmography,', 'this', 'may', 'be', 'his', 'finest', 'work', 'yet.weathering', 'with', 'you', 'follows', 'young', 'morishima', 'hodaka', 'runs', 'away', 'from', 'home', 'and', 'finds', 'himself', 'in', 'tokyo,', 'japan.', 'meeting', 'young', 'amano', 'hina,', 'they', 'form', 'a', 'friendship', 'that', 'grows', 'stronger', 'and', 'stronger', 'as', 'he', 'realizes', 'she', 'is', 'known', 'as', 'a', '""sunshine', 'girl""', 'and', 'can', 'control', 'the', 'weather.', 'tokyo,', 'on', 'the', 'verge', 'of', 'flooding,', 'is', 'not', 'benefitted', 'by', 'the', 'fact', 'that', 'she', 'has', 'chosen', 'to', 'use', 'these', 'powers', 'to', 'clear', 'the', 'skies', 'for', 'money,', 'but', 'also', 'to', 'make', 'people', 'happy.', 'learning', 'some', 'brutal', 'truths', 'about', 'what', 'her', 'powers', 'lie', 'in', 'store', 'for', 'her,', 'this', 'film', 'takes', 'a', 'turn', 'that', 'feels', 'very', 'much', 'earned', 'by', 'the', ""end.i'm"", 'a', 'sucker', 'for', 'a', 'good', 'fantasy', 'film', 'and', 'although', 'you', 'do', 'have', 'to', 'suspend', 'your', 'disbelief', 'in', 'order', 'to', 'believe', 'abilities', 'like', 'this', 'exist', '(since', ""there's"", 'no', 'real', 'explanation', 'as', 'to', 'why', 'she', 'has', 'these', 'powers,', 'to', 'begin', 'with),', 'i', 'found', 'myself', 'incredibly', 'engaged', 'from', 'start', 'to', 'finish.', ""it's"", 'the', 'simple', 'moments', 'like', 'when', 'the', 'core', 'characters', 'would', 'be', 'fleeing', 'from', 'the', 'law', 'and', 'settling', 'down', 'to', 'enjoy', 'each', ""other's"", 'company', 'that', 'really', 'stood', 'out', 'to', 'me.', 'yes,', 'the', 'fantastical', 'elements', 'are', 'very', 'much', 'present', 'and', 'are', 'obviously', 'where', 'the', 'movie', 'ends', 'up,', 'but', 'it', 'has', 'a', 'lot', 'more', 'going', 'for', 'it', 'than', 'just', 'that.if', 'i', 'had', 'to', 'complain', 'about', 'something', 'though,', 'i', 'would', 'have', 'to', 'admit', 'that', 'there', 'were', 'two', 'occasions', 'where', 'songs', 'took', 'me', 'out', 'of', 'the', 'movie.', 'not', 'to', 'rip', 'on', 'composer', 'radwimps,', 'because', 'his', 'work', 'here', 'is', 'absolutely', 'wonderful,', 'but', 'the', 'songs', 'themselves', 'were', 'a', 'little', 'overbearing', 'in', 'a', 'few', 'scenes', 'that', 'felt', 'like', 'they', ""should've"", 'been', 'slightly', 'quieter', 'and', 'more', 'intense.', 'his', 'score', 'is', 'absolutely', 'stunning', 'and', 'i', 'was', 'swept', 'up', 'in', 'it,', 'but', 'a', 'couple', 'of', 'songs', 'just', 'felt', 'slightly', 'out', 'of', 'place', 'to', 'me.', 'with', 'that', 'said,', 'i', 'really', ""don't"", 'have', 'any', 'huge', 'complaints', 'about', 'the', 'film', 'overall.in', 'the', 'end,', 'weathering', 'with', 'you', 'is', 'a', 'film', 'that', 'sets', 'up', 'a', 'fantasy', 'storyline', 'and', 'follows', 'through', 'on', 'it', 'from', 'start', 'to', 'finish.', 'it', 'has', 'very', 'likeable', 'characters', 'and', 'i', 'truly', 'cared', 'about', 'each', 'one', 'of', 'them', 'by', 'the', 'time', 'the', 'credits', 'began', 'to', 'roll.', 'for', 'being', 'as', 'grand', 'as', 'it', 'is,', 'i', 'really', 'just', 'found', 'myself', 'appreciating', 'the', 'simpler', 'moments.', ""that's"", 'hard', 'for', 'a', 'film', 'to', 'do', 'when', 'so', 'many', 'other', 'things', 'are', 'going', 'on.', 'i', 'loved', 'watching', 'this', 'film', 'and', 'i', 'would', 'even', 'call', 'it', 'one', 'of', 'the', 'best', 'films', 'to', 'hit', 'theatres', 'in', '2019,', 'even', 'though', ""it's"", 'only', 'reaching', 'certain', 'countries', 'now.', 'weathering', 'with', 'you', 'is', 'an', 'absolute', 'delight.']",positive,37
38,38,"This movie is still great. Smooth animation with great art direction, relatable characters, and even some fun parts too. The plot still runs smoothly, and has a nice flow to it. But when it comes to comparing to Kimi No Na Wa, director Shinkai's last movie... This movie doesn't quite add up to the qualities that Kimi has. The plot is less complex compared to Kimi, because it only happens in one timeline. The emotional impact is also felt less. The story still has a hidden message about extreme weather, but I still can't spoil too much, so here's the conclusion:
Just don't expect you are watching another Kimi No Na Wa movie. So think as it were a teenage love story. Still a great tho.","['this', 'movie', 'is', 'still', 'great.', 'smooth', 'animation', 'with', 'great', 'art', 'direction,', 'relatable', 'characters,', 'and', 'even', 'some', 'fun', 'parts', 'too.', 'the', 'plot', 'still', 'runs', 'smoothly,', 'and', 'has', 'a', 'nice', 'flow', 'to', 'it.', 'but', 'when', 'it', 'comes', 'to', 'comparing', 'to', 'kimi', 'no', 'na', 'wa,', 'director', ""shinkai's"", 'last', 'movie...', 'this', 'movie', ""doesn't"", 'quite', 'add', 'up', 'to', 'the', 'qualities', 'that', 'kimi', 'has.', 'the', 'plot', 'is', 'less', 'complex', 'compared', 'to', 'kimi,', 'because', 'it', 'only', 'happens', 'in', 'one', 'timeline.', 'the', 'emotional', 'impact', 'is', 'also', 'felt', 'less.', 'the', 'story', 'still', 'has', 'a', 'hidden', 'message', 'about', 'extreme', 'weather,', 'but', 'i', 'still', ""can't"", 'spoil', 'too', 'much,', 'so', ""here's"", 'the', 'conclusion:', 'just', ""don't"", 'expect', 'you', 'are', 'watching', 'another', 'kimi', 'no', 'na', 'wa', 'movie.', 'so', 'think', 'as', 'it', 'were', 'a', 'teenage', 'love', 'story.', 'still', 'a', 'great', 'tho.']",neutral,38
39,39,"Weathering With You.
From Makoto Shinkai, director of the smashing hit Your Name comes a story following a young runaway who flees to Tokyo to start a new life. He befriends a girl with a tokubetsu gift of Weather manipulation and the story progresses from there.First of all the soundtrack was top notch. Radwimps who also composed and wrote music for Your Name were pretty much just as good. The way the music was used makes the scenes more engaging.The animation was also what should be expected from a Makoto Shinkai film. It was beautiful. Ohhh my, that's intro scene was kirei.The plot however felt a little bit messy. The first two acts were very satisfying, and the chemistry between the characters were what made the story really interesting. Hina and Hodaka were really cool together. All the other characters were really interesting and engaging characters. The direction of the third act really felt all over the place. It's hard to explain. Your name's ending was a bit similar, but was felt more complete. The film also had no major twists. There was lots of tension though.The voice acting was really good. The actors are all unknowns but really sounded good as their characters.This film was original. With many bad Disney CGI remakes out there, I'd rather watch this a hundred times more. It brings us a new story with engaging characters.End of review.. 7.5/10
PS: there were some amazing cameos :)
Sorry for my bad review. Enjoy.","['weathering', 'with', 'you.', 'from', 'makoto', 'shinkai,', 'director', 'of', 'the', 'smashing', 'hit', 'your', 'name', 'comes', 'a', 'story', 'following', 'a', 'young', 'runaway', 'who', 'flees', 'to', 'tokyo', 'to', 'start', 'a', 'new', 'life.', 'he', 'befriends', 'a', 'girl', 'with', 'a', 'tokubetsu', 'gift', 'of', 'weather', 'manipulation', 'and', 'the', 'story', 'progresses', 'from', 'there.first', 'of', 'all', 'the', 'soundtrack', 'was', 'top', 'notch.', 'radwimps', 'who', 'also', 'composed', 'and', 'wrote', 'music', 'for', 'your', 'name', 'were', 'pretty', 'much', 'just', 'as', 'good.', 'the', 'way', 'the', 'music', 'was', 'used', 'makes', 'the', 'scenes', 'more', 'engaging.the', 'animation', 'was', 'also', 'what', 'should', 'be', 'expected', 'from', 'a', 'makoto', 'shinkai', 'film.', 'it', 'was', 'beautiful.', 'ohhh', 'my,', ""that's"", 'intro', 'scene', 'was', 'kirei.the', 'plot', 'however', 'felt', 'a', 'little', 'bit', 'messy.', 'the', 'first', 'two', 'acts', 'were', 'very', 'satisfying,', 'and', 'the', 'chemistry', 'between', 'the', 'characters', 'were', 'what', 'made', 'the', 'story', 'really', 'interesting.', 'hina', 'and', 'hodaka', 'were', 'really', 'cool', 'together.', 'all', 'the', 'other', 'characters', 'were', 'really', 'interesting', 'and', 'engaging', 'characters.', 'the', 'direction', 'of', 'the', 'third', 'act', 'really', 'felt', 'all', 'over', 'the', 'place.', ""it's"", 'hard', 'to', 'explain.', 'your', ""name's"", 'ending', 'was', 'a', 'bit', 'similar,', 'but', 'was', 'felt', 'more', 'complete.', 'the', 'film', 'also', 'had', 'no', 'major', 'twists.', 'there', 'was', 'lots', 'of', 'tension', 'though.the', 'voice', 'acting', 'was', 'really', 'good.', 'the', 'actors', 'are', 'all', 'unknowns', 'but', 'really', 'sounded', 'good', 'as', 'their', 'characters.this', 'film', 'was', 'original.', 'with', 'many', 'bad', 'disney', 'cgi', 'remakes', 'out', 'there,', ""i'd"", 'rather', 'watch', 'this', 'a', 'hundred', 'times', 'more.', 'it', 'brings', 'us', 'a', 'new', 'story', 'with', 'engaging', 'characters.end', 'of', 'review..', '7.5/10', 'ps:', 'there', 'were', 'some', 'amazing', 'cameos', ':)', 'sorry', 'for', 'my', 'bad', 'review.', 'enjoy.']",negative,39
40,40,"I wasn't as head-over-heels for Shinkai's last film, Your Name, as everyone else seemed to be, but I still enjoyed its unabashed, cosmic take on teen romance. It was a bit melodramatic for my taste, but it had an undeniable charm and a pure-hearted intent that was hard to resist. Given the fact that it went on to become the highest-grossing anime of all time in Japan, I guess you can't blame the guy for trying to capture the same magic with his follow up. But sadly, Weathering with You is such a transparent rehashing that it feels like a parody of itself. It takes all of the same elements - teen love, fate, fantastical realism, coming of age, melodrama, natural wonder - and remixes it into a frankenstein version of Your Name without any of the finesse or charm. The main characters here can be boiled down to ""boy who ran away from home"" and ""girl who lost her mom."" In two hours, we learn absolutely nothing about these individuals or their families. Instead, we're treated to ridiculously overblown setpieces soundtracked by overbearing pop-rock tunes which fall eye-rollingly flat given that no time at all is spent investing us in these characters. The first half isn't awful and does a serviceable job of setting a tone, but the third act is an absolute train wreck full of clashing tones, poorly-executed action sequences, sloppy writing, and ridiculous plot contrivances. The writing is a problem for much of the film as well with clunky exposition and extremely on-the-nose dialogue in which the characters gratingly explain the movie to you. I have to say, I'm a bit baffled at the positive reception for this. Even if you loved Your Name, I wouldn't recommend it.Solid 1.5/5","['i', ""wasn't"", 'as', 'head-over-heels', 'for', ""shinkai's"", 'last', 'film,', 'your', 'name,', 'as', 'everyone', 'else', 'seemed', 'to', 'be,', 'but', 'i', 'still', 'enjoyed', 'its', 'unabashed,', 'cosmic', 'take', 'on', 'teen', 'romance.', 'it', 'was', 'a', 'bit', 'melodramatic', 'for', 'my', 'taste,', 'but', 'it', 'had', 'an', 'undeniable', 'charm', 'and', 'a', 'pure-hearted', 'intent', 'that', 'was', 'hard', 'to', 'resist.', 'given', 'the', 'fact', 'that', 'it', 'went', 'on', 'to', 'become', 'the', 'highest-grossing', 'anime', 'of', 'all', 'time', 'in', 'japan,', 'i', 'guess', 'you', ""can't"", 'blame', 'the', 'guy', 'for', 'trying', 'to', 'capture', 'the', 'same', 'magic', 'with', 'his', 'follow', 'up.', 'but', 'sadly,', 'weathering', 'with', 'you', 'is', 'such', 'a', 'transparent', 'rehashing', 'that', 'it', 'feels', 'like', 'a', 'parody', 'of', 'itself.', 'it', 'takes', 'all', 'of', 'the', 'same', 'elements', '-', 'teen', 'love,', 'fate,', 'fantastical', 'realism,', 'coming', 'of', 'age,', 'melodrama,', 'natural', 'wonder', '-', 'and', 'remixes', 'it', 'into', 'a', 'frankenstein', 'version', 'of', 'your', 'name', 'without', 'any', 'of', 'the', 'finesse', 'or', 'charm.', 'the', 'main', 'characters', 'here', 'can', 'be', 'boiled', 'down', 'to', '""boy', 'who', 'ran', 'away', 'from', 'home""', 'and', '""girl', 'who', 'lost', 'her', 'mom.""', 'in', 'two', 'hours,', 'we', 'learn', 'absolutely', 'nothing', 'about', 'these', 'individuals', 'or', 'their', 'families.', 'instead,', ""we're"", 'treated', 'to', 'ridiculously', 'overblown', 'setpieces', 'soundtracked', 'by', 'overbearing', 'pop-rock', 'tunes', 'which', 'fall', 'eye-rollingly', 'flat', 'given', 'that', 'no', 'time', 'at', 'all', 'is', 'spent', 'investing', 'us', 'in', 'these', 'characters.', 'the', 'first', 'half', ""isn't"", 'awful', 'and', 'does', 'a', 'serviceable', 'job', 'of', 'setting', 'a', 'tone,', 'but', 'the', 'third', 'act', 'is', 'an', 'absolute', 'train', 'wreck', 'full', 'of', 'clashing', 'tones,', 'poorly-executed', 'action', 'sequences,', 'sloppy', 'writing,', 'and', 'ridiculous', 'plot', 'contrivances.', 'the', 'writing', 'is', 'a', 'problem', 'for', 'much', 'of', 'the', 'film', 'as', 'well', 'with', 'clunky', 'exposition', 'and', 'extremely', 'on-the-nose', 'dialogue', 'in', 'which', 'the', 'characters', 'gratingly', 'explain', 'the', 'movie', 'to', 'you.', 'i', 'have', 'to', 'say,', ""i'm"", 'a', 'bit', 'baffled', 'at', 'the', 'positive', 'reception', 'for', 'this.', 'even', 'if', 'you', 'loved', 'your', 'name,', 'i', ""wouldn't"", 'recommend', 'it.solid', '1.5/5']",negative,40
41,41,"Score:Entertainment value: 7
Visuals: 9
Soundtrack: 6
Plot: 4
World building and depth: 6
Characters and dialog: 4
Total: 6The good:
The visuals are reslly good. Sound is ok. Love how Japanese society is visually captured. Voice acting is ok.The bad:
Characters are shallow, their motivation dumb. From another angle the main character could be seen as mentally confused and hallucinating, that was my feeling. I did not buy his narration of the story at all. Too much corny j-pop.","['score:entertainment', 'value:', '7', 'visuals:', '9', 'soundtrack:', '6', 'plot:', '4', 'world', 'building', 'and', 'depth:', '6', 'characters', 'and', 'dialog:', '4', 'total:', '6the', 'good:', 'the', 'visuals', 'are', 'reslly', 'good.', 'sound', 'is', 'ok.', 'love', 'how', 'japanese', 'society', 'is', 'visually', 'captured.', 'voice', 'acting', 'is', 'ok.the', 'bad:', 'characters', 'are', 'shallow,', 'their', 'motivation', 'dumb.', 'from', 'another', 'angle', 'the', 'main', 'character', 'could', 'be', 'seen', 'as', 'mentally', 'confused', 'and', 'hallucinating,', 'that', 'was', 'my', 'feeling.', 'i', 'did', 'not', 'buy', 'his', 'narration', 'of', 'the', 'story', 'at', 'all.', 'too', 'much', 'corny', 'j-pop.']",neutral,41
42,42,"Living in a country that are constantly hit by all kinds of disasters, Japanese people are more sensitive to natural disaster related topics than most other countries. Shinkai Makoto aptly captured this sentiment and made this heartfelt movie. Blue sky (aozora) is what everyone's heart desires when it kept raining and raining in Tokyo. However, there is a price to pay to get the sunshine back ...
Now with global warming getting increasing worse, people all over the world are dealing with all kinds of unusual weathers. This movie thus does not resonate with the Japanese, but also with me as an American. There is a strong message there, and the ending is ... I cannot spoil too much here. In any case, don't just take it as a teenager love story.
And needless to say, Shinkai Makoto's graphics is as breathtaking as ever. I like the songs as well.
I am glad that we can see it in American movie theaters next year. Thank you GKIDS!","['living', 'in', 'a', 'country', 'that', 'are', 'constantly', 'hit', 'by', 'all', 'kinds', 'of', 'disasters,', 'japanese', 'people', 'are', 'more', 'sensitive', 'to', 'natural', 'disaster', 'related', 'topics', 'than', 'most', 'other', 'countries.', 'shinkai', 'makoto', 'aptly', 'captured', 'this', 'sentiment', 'and', 'made', 'this', 'heartfelt', 'movie.', 'blue', 'sky', '(aozora)', 'is', 'what', ""everyone's"", 'heart', 'desires', 'when', 'it', 'kept', 'raining', 'and', 'raining', 'in', 'tokyo.', 'however,', 'there', 'is', 'a', 'price', 'to', 'pay', 'to', 'get', 'the', 'sunshine', 'back', '...', 'now', 'with', 'global', 'warming', 'getting', 'increasing', 'worse,', 'people', 'all', 'over', 'the', 'world', 'are', 'dealing', 'with', 'all', 'kinds', 'of', 'unusual', 'weathers.', 'this', 'movie', 'thus', 'does', 'not', 'resonate', 'with', 'the', 'japanese,', 'but', 'also', 'with', 'me', 'as', 'an', 'american.', 'there', 'is', 'a', 'strong', 'message', 'there,', 'and', 'the', 'ending', 'is', '...', 'i', 'cannot', 'spoil', 'too', 'much', 'here.', 'in', 'any', 'case,', ""don't"", 'just', 'take', 'it', 'as', 'a', 'teenager', 'love', 'story.', 'and', 'needless', 'to', 'say,', 'shinkai', ""makoto's"", 'graphics', 'is', 'as', 'breathtaking', 'as', 'ever.', 'i', 'like', 'the', 'songs', 'as', 'well.', 'i', 'am', 'glad', 'that', 'we', 'can', 'see', 'it', 'in', 'american', 'movie', 'theaters', 'next', 'year.', 'thank', 'you', 'gkids!']",negative,42
